FoodID,YieldID,YieldAmount,YieldDateofEntry
3500,683,53.131,1997-05-01
3502,683,33.51,1997-05-01
3504,683,45.414,1997-05-01
3506,683,34.612,2023-05-26
3508,683,46.076,1997-05-01
3510,683,42.328,1997-05-01
3512,683,63.933,1997-05-01
3514,683,59.965,1997-05-01
3515,683,65.035,1997-05-01
3516,683,67.019,1997-05-01
3517,683,78.924,1997-05-01
3519,683,58.862,1997-05-01
3520,683,65.035,1997-05-01
3521,683,54.41,1997-05-01
3522,683,77.381,1997-05-01
3523,683,64.103,1997-05-01
3524,683,41.026,1997-05-01
3525,683,50.485,1997-05-01
3526,683,57.949,2003-10-21
3527,683,35.385,2003-10-21
3528,683,45.855,1997-05-01
3530,683,39.021,1997-05-01
3531,683,52.91,1997-05-01
3533,683,35.935,1997-05-01
3534,683,47.399,1997-05-01
3536,683,42.108,1997-05-01
3537,683,58.4,2001-06-28
3539,683,40.123,1997-05-01
3540,683,55.18,2001-06-28
3541,683,78.961,1997-05-01
3542,683,44.935,1997-05-01
3543,683,62.39,1997-05-01
3544,683,75.065,1997-05-01
3545,683,41.558,1997-05-01
3546,683,59.965,1997-05-01
3548,683,41.005,1997-05-01
3549,683,53.792,1997-05-01
3551,683,38.36,1997-05-01
3552,683,52.028,1997-05-01
3554,683,45.194,1997-05-01
3555,683,59.303,1997-05-01
3557,683,40.344,1997-05-01
3558,683,55.335,1997-05-01
3560,683,57.981,1997-05-01
3562,683,65.917,1997-05-01
3564,682,74.956,1997-05-01
3566,682,61.067,1997-05-01
3568,682,69.004,1997-05-01
3570,682,74.956,1997-05-01
3572,682,74.956,1997-05-01
3574,682,74.956,1997-05-01
3576,682,74.956,1997-05-01
3578,682,74.956,1997-05-01
3580,682,74.956,1997-05-01
3582,682,74.956,1997-05-01
3584,682,74.956,1997-05-01
3586,682,74.956,1997-05-01
3588,682,74.956,1997-05-01
3590,682,69.004,1997-05-01
3591,682,87.963,2003-10-20
3593,682,69.004,1997-05-01
3594,682,65.917,1997-05-01
3596,682,65.917,1997-05-01
3597,682,87.963,1997-05-01
3599,682,69.004,1997-05-01
3601,683,76.499,1997-05-01
3602,683,52.91,1997-05-01
3604,683,74.735,1997-05-01
3605,683,72.751,1997-05-01
3607,683,42.108,1997-05-01
3609,683,43.651,1997-05-01
3611,683,56.217,1997-05-01
3613,683,40.564,1997-05-01
3615,683,74.074,1997-05-01
3616,683,70.988,1997-05-01
3618,683,68.966,2023-05-26
3619,683,67.677,2023-05-26
3621,683,83.995,1997-05-01
3623,683,66.138,1997-05-01
3626,683,50.926,1997-05-01
3628,683,52.91,1997-05-01
3630,683,65.035,1997-05-01
3632,683,76.058,1997-05-01
3636,683,56.217,1997-05-01
3638,683,56.217,1997-05-01
3640,683,69.004,1997-05-01
3650,683,58.862,1997-05-01
3651,683,58.04,2001-06-28
3653,683,41.026,1997-05-01
3655,683,35.846,1997-05-01
3657,683,53.56,2001-06-28
3659,683,42.0,2015-06-05
3661,683,62.37,2001-06-11
3663,683,59.59,2001-06-28
3665,683,44.935,1997-05-01
3667,683,41.558,1997-05-01
3679,1365,28.0,2004-08-12
3679,1502,30.8,2004-08-12
3681,1371,24.0,2004-08-12
3681,1372,48.0,2005-05-18
3683,1371,30.0,2004-08-12
3683,1372,60.0,2004-08-12
3683,1502,55.0,2004-08-12
3686,1365,44.0,2004-08-12
3686,1502,59.0,2004-08-12
3691,1506,12.45,2004-08-12
3691,1502,22.73,2004-08-12
3742,921,51.5,2004-08-12
3742,1504,48.74,2004-08-12
3745,1502,38.0,2004-08-12
3745,1513,38.33,2006-01-12
3750,1513,42.5,2004-08-12
3750,1512,48.57,2004-08-12
3755,1513,42.5,2004-08-12
3755,1512,44.16,2004-08-12
3757,1513,43.0,2004-08-12
3757,1512,52.92,2004-08-12
3764,1516,27.0,2004-08-12
3764,1502,26.5,2004-08-12
3769,1513,42.5,2004-08-12
3769,1512,42.5,2004-08-12
3771,1514,45.0,2004-08-12
3771,1512,53.73,2004-08-12
3774,1513,42.5,2004-08-12
3774,1512,46.58,2004-08-12
3788,1513,42.5,2004-08-12
3788,1512,49.28,2004-08-12
3790,1513,42.5,2004-08-12
3790,1512,54.84,2004-08-12
3795,1513,52.0,2004-08-12
3795,1512,56.99,2004-08-12
3797,1513,43.0,2004-08-12
3797,1512,54.6,2004-08-12
3805,1519,27.0,2004-08-12
3805,1520,30.86,2004-08-12
3814,1523,24.7,2004-08-12
3814,1524,17.64,2004-08-12
3816,1523,32.0,2004-08-12
3816,1524,40.0,2016-01-12
3833,1523,27.4,2004-08-12
3833,1524,19.57,2004-08-12
3835,1523,32.0,2004-08-12
3835,1524,40.0,2004-08-12
3840,1523,32.0,2004-08-12
3840,1524,40.0,2004-08-12
3850,1523,32.0,2004-08-12
3850,1524,40.0,2004-08-12
3917,1548,15.0,2004-08-12
3917,1549,33.0,2016-01-12
3926,1548,19.0,2004-08-12
3926,1549,36.67,2004-08-12
3931,1365,19.0,2004-08-12
3931,1551,18.51,2004-08-12
3933,1365,19.0,2004-08-12
3933,1551,18.51,2004-08-12
3937,1365,20.0,2004-08-12
3937,1551,25.0,2004-08-12
3939,1365,17.0,2004-08-12
3939,1551,31.78,2017-01-17
3968,1553,15.0,2004-08-12
3975,1554,13.0,2004-08-12
4070,921,51.5,2004-08-12
4070,1504,48.74,2004-08-12
4187,654,147.0,2003-11-25
4189,654,147.0,2003-11-25
4227,921,22.25,2007-05-21
4228,650,133.0,1997-05-01
4229,921,22.25,2007-05-21
4230,649,135.0,1997-05-01
4232,921,2.64,2007-05-21
4233,646,117.0,2023-05-26
4234,921,22.25,2016-01-12
4238,921,26.42,2007-05-21
4241,921,22.25,2007-05-21
4242,921,26.2,2007-05-21
4243,653,142.0,2003-11-25
4244,653,142.0,2003-11-25
4245,654,147.0,1997-05-01
4249,656,144.0,1997-05-01
4252,652,141.0,2003-11-25
4257,654,147.0,2003-11-25
4258,651,133.0,2003-11-25
4259,921,23.24,2007-05-21
4260,651,140.0,2003-11-25
4261,656,144.0,2003-11-25
4262,652,141.0,2003-11-25
4264,654,142.0,2003-11-25
4265,651,140.0,2003-11-25
4266,659,544.0,2003-11-25
4267,644,133.0,2003-11-25
4272,651,140.0,2003-11-25
4273,921,14.98,2007-05-21
4274,659,544.0,2004-02-02
4275,921,11.41,2007-05-21
4276,644,133.0,2003-11-25
4279,650,133.0,2003-11-25
4280,650,133.0,2003-11-25
4281,1598,0.3153,2004-08-26
4285,1598,0.3153,2004-08-26
4305,921,26.42,2007-05-21
4306,654,147.0,2003-11-25
4307,921,23.25,2007-05-21
4308,651,140.0,2003-11-25
4309,921,26.42,2007-05-21
4310,654,147.0,2003-11-25
4311,921,0.264,2001-04-25
4312,651,140.0,2003-11-25
4313,921,26.42,2007-05-21
4314,654,147.0,2003-11-25
4411,921,23.77,2004-08-12
4411,680,0.84531,2023-05-26
4412,921,36.04,2004-08-12
4413,680,201.2,1997-05-01
4414,921,23.7,2004-08-12
4420,921,34.46,2004-08-12
4422,921,30.77,2004-08-12
4424,921,25.55,2004-08-12
4426,921,32.09,2004-08-12
4449,921,32.5,2004-08-12
4452,921,30.0,2004-08-12
4460,921,22.94,2004-08-12
4462,921,42.62,2004-08-12
4467,921,25.34,2004-08-12
4471,921,35.29,2004-08-12
4472,921,25.7,2004-08-12
4474,921,35.29,2004-08-12
4476,921,35.29,2004-08-12
4481,921,24.96,2004-08-12
4486,680,295.0,1997-05-01
4489,680,290.36301,1997-05-01
4490,680,223.16,2023-05-26
4491,921,46.04,2004-08-12
4492,680,213.44,1997-05-01
4493,921,20.0,2004-08-12
4496,921,30.77,2004-08-12
4502,921,39.78,2004-08-12
4504,921,39.78,2004-08-12
4510,921,31.86,2004-08-12
4512,921,20.0,2009-06-25
4513,921,39.01,2004-08-12
4515,921,26.21,2004-08-12
4516,921,26.21,2004-08-12
4518,921,26.21,2004-08-12
4521,921,39.01,2004-08-12
4522,921,26.21,2004-08-12
4733,1390,12.0,2004-08-12
4746,683,72.5,2001-08-15
4758,683,72.08,2001-08-15
4776,1591,28.0,2004-08-18
4777,1591,25.4,2004-08-18
4782,683,55.11,2000-12-13
4784,683,32.63,2000-12-13
4786,683,57.32,2000-12-13
4791,683,77.45,2000-12-13
4792,683,51.96,2000-12-13
4795,683,48.942,2023-05-26
4800,683,57.981,2003-10-20
4810,683,53.351,2003-10-20
4812,683,37.037,2003-10-20
4814,683,55.776,2003-10-20
4815,683,74.118,2003-10-20
4816,683,49.412,2003-10-20
4818,683,51.367,2003-10-20
4820,683,51.367,2003-10-20
4823,1513,43.0,2004-08-12
4823,1512,54.6,2004-08-12
4839,686,61.73,2000-12-20
4839,1642,43.328,2006-11-01
4840,686,48.5,2000-12-20
4840,1643,35.273,2006-11-01
4841,686,38.58025,2003-12-16
4841,1643,35.273,2006-11-01
4869,921,37.01,2010-02-12
4869,1591,51.81,2010-02-12
4875,686,47.4,2000-12-20
4875,1642,42.328,2006-11-01
4903,985,42.0,2004-08-12
4903,921,21.0,2011-05-05
4904,985,38.69,2004-08-12
4904,921,19.345,2011-05-05
4905,921,10.5,2004-08-12
4962,501775,88.31666667,2026-01-28
4962,502400,766.3741077,2026-01-28
4983,1591,7.0,2004-08-18
4988,682,77.6,2006-04-13
4989,682,77.6,2006-04-13
4991,1548,15.0,2004-08-12
4991,1549,33.0,2004-08-12
4993,682,77.6,2006-04-13
4995,683,65.11,2001-02-28
4997,683,67.23,2001-03-07
4998,683,68.2,2001-03-07
5009,683,66.54,2001-03-19
5010,683,58.71,2001-03-19
5011,683,62.3,2001-03-20
5081,1582,46.0,2009-05-22
5082,1582,38.0,2009-05-22
5084,1582,38.0,2009-05-22
5088,1582,38.0,2009-05-22
5143,1582,40.0,2007-09-28
5173,686,143.53999,2010-03-16
5175,686,36.28,2010-03-16
5176,686,59.56,2010-03-16
5178,686,95.85,2010-03-16
5179,686,26.69,2010-03-16
5180,686,112.73,2010-03-15
5180,922,51.79,2010-03-15
5180,1644,78.54,2010-03-15
5181,686,24.05,2010-03-16
5181,922,36.12,2010-03-16
5181,1644,66.28,2010-03-16
5182,686,42.27,2010-03-16
5182,922,48.12,2010-03-16
5182,1644,70.97,2010-03-16
5184,686,66.32,2010-03-16
5184,922,43.76,2010-03-16
5184,1644,69.27,2010-03-16
5185,686,19.46,2010-03-16
5185,922,29.49,2010-03-16
5185,1644,72.9,2010-03-16
5186,686,25.91,2010-03-16
5186,922,41.41,2010-03-16
5187,686,39.43,2010-03-16
5188,686,64.55,2010-03-16
5189,686,46.4,2010-03-16
5189,922,55.2,2010-03-16
5204,683,41.4,2001-06-12
5205,683,76.51,2001-06-28
5207,683,44.11,2001-06-28
5209,686,335.0,2001-06-20
5211,683,57.99,2001-06-28
5216,683,38.13,2001-06-28
5222,683,34.81,2001-06-28
5231,1582,35.0,2007-09-28
5290,1591,0.52,2016-01-12
5291,1591,16.83,2016-01-12
5335,686,313.14001,2004-05-12
5339,985,132.015,2014-12-02
5347,985,38.69,2014-06-02
5347,921,19.345,2011-05-05
5348,985,1.27859,2015-03-20
5350,985,1.3196,2015-03-19
5384,683,69.0,2014-07-22
5553,985,34.78,2016-01-13
5567,1642,63.492,2006-11-01
5568,1642,56.437,2006-11-01
5570,1642,42.328,2006-11-01
5714,985,2.642,2004-08-12
5715,682,74.95,2006-04-13
5716,681,74.95,2006-04-13
5717,683,0.6264,2004-06-09
5717,682,77.6,2006-04-13
5718,683,62.06,2016-08-16
5718,682,77.6,2006-04-13
5719,682,77.6,2006-04-13
5720,683,0.7689,2004-06-09
5720,682,77.6,2006-04-13
5721,682,77.6,2006-04-13
5724,683,71.258,2006-04-13
5725,683,76.975,2006-04-13
5726,683,75.504,2006-04-13
5727,683,74.49,2006-04-13
5732,683,74.319,2006-04-13
5733,683,75.61,2006-04-13
5830,681,1.0,2016-10-28
5855,921,19.345,2011-05-05
5855,985,38.69,2011-05-05
5856,921,19.345,2011-05-05
5856,985,38.69,2011-05-05
5860,502400,689.946389,2026-01-28
5948,682,56.28,2006-06-22
5949,682,56.28,2006-06-22
5955,681,61.77,2006-06-22
5982,682,55.31,2006-06-22
5983,682,55.31,2006-06-22
5984,681,55.31,2006-06-22
5989,682,55.56,2006-06-22
5990,682,55.56,2006-06-22
5994,682,65.21,2006-06-22
5996,682,65.21,2006-06-22
6000,682,56.57,2006-06-22
6002,682,56.57,2006-06-22
6023,682,59.96,2006-06-22
6025,682,59.96,2006-06-22
6029,682,67.72,2006-06-22
6031,682,67.72,2006-06-22
6035,682,54.5,2006-06-22
6036,682,54.5,2006-06-22
6037,682,54.5,2006-06-22
6042,682,66.84,2006-06-22
6043,682,66.84,2006-06-22
6044,682,66.84,2006-06-22
6048,682,56.03,2006-06-22
6049,682,65.03,2006-06-22
6050,682,56.03,2006-06-22
6064,682,69.24,2006-06-22
6065,682,69.24,2006-06-22
6069,682,71.39,2006-06-22
6071,682,71.39,2006-06-22
6081,681,70.38,2006-06-22
6082,681,70.38,2006-06-22
6092,682,63.78,2006-06-22
6093,682,63.78,2006-06-22
6094,682,63.78,2006-06-22
6098,682,52.68,2006-06-22
6105,682,68.13,2006-06-22
6110,682,68.57,2006-06-22
6111,682,68.57,2006-06-22
6112,682,68.57,2006-06-22
6117,682,71.02,2006-06-22
6118,682,71.02,2006-06-22
6120,683,72.46,2006-06-21
6122,683,69.66,2006-06-21
6126,682,68.17,2006-06-23
6128,682,68.17,2006-06-23
6132,682,64.12,2006-06-23
6134,682,64.12,2006-06-23
6140,682,73.84,2006-06-23
6144,682,72.03,2006-06-23
6145,682,72.03,2006-06-23
6146,682,72.03,2006-06-23
6150,682,68.81,2006-06-23
6152,682,68.81,2006-06-23
6156,682,62.49,2006-06-23
6160,683,82.46,2006-07-12
6162,683,71.07,2006-07-12
6248,681,1.0,2016-09-07
6256,502461,0.5,2011-06-13
6276,1582,30.0,2007-09-28
6367,921,32.25,2009-03-26
6367,1582,40.0,2009-03-26
6406,458,0.77,2009-03-27
6407,458,0.77,2009-03-27
6436,921,37.253,2009-03-30
6436,985,73.6,2009-03-30
6440,1044,196.0,2009-04-08
6691,1582,29.0,2009-05-22
6693,1591,31.0,2009-05-22
6695,1582,38.0,2009-05-22
6697,1582,38.0,2009-05-22
6850,502455,49.61,2010-03-05
6850,1643,70.05,2010-03-05
6850,686,109.31,2010-03-05
6851,686,25.99,2010-03-22
6851,502455,38.81,2010-03-22
6851,1643,70.77,2010-03-22
6852,686,41.3,2010-03-22
6852,502455,46.18,2010-03-22
6852,1643,71.12,2010-03-22
6853,686,67.3,2010-03-22
6853,502455,43.33,2010-03-22
6853,1643,70.98,2010-03-22
6854,686,18.65,2010-03-22
6854,502455,29.71,2010-03-22
6854,1643,68.83,2010-03-22
6856,686,156.05,2010-03-04
6857,686,36.73,2010-03-04
6858,686,58.08,2010-03-04
6859,686,94.8,2010-03-04
6862,686,27.1,2010-03-04
6863,686,42.01,2010-03-22
6864,686,64.66,2010-03-22
6865,686,146.64,2010-03-22
6866,686,96.27,2010-03-22
6867,686,38.2,2010-03-22
6868,686,58.08,2010-03-22
6870,686,27.1,2010-03-23
6870,502455,40.72,2010-03-23
6871,686,45.62,2010-03-24
6871,502455,53.35,2010-03-24
6872,686,109.66,2010-03-24
6872,502455,51.23,2010-03-24
6872,1644,74.16,2010-03-24
6873,686,66.5,2010-03-24
6873,502455,42.93,2010-03-24
6873,1644,68.67,2010-03-24
6874,686,24.91,2010-03-24
6874,502455,35.94,2010-03-24
6874,1644,64.88,2010-03-24
6875,686,41.59,2010-03-24
6875,502455,47.1,2010-03-24
6875,1644,70.92,2018-11-13
6876,686,27.2,2010-03-22
6877,686,19.43,2010-03-24
6877,502455,28.67,2010-03-24
6877,1644,70.7,2010-03-24
6878,686,28.12,2010-03-17
6878,502455,44.49,2010-03-19
6879,686,45.46,2010-03-19
6879,502455,53.56,2010-03-19
6889,686,40.76,2010-03-05
6891,686,67.17,2010-03-05
6893,686,47.13,2010-03-05
6894,686,28.08,2010-03-16
6894,502455,37.5,2010-03-16
6895,686,42.73,2010-03-05
6896,686,25.45,2010-03-16
6896,502455,33.98,2010-03-16
6896,1644,33.98,2010-03-16
6897,686,64.21,2010-03-05
6898,686,46.38,2010-03-16
6898,502455,52.9,2010-03-16
6899,686,58.35,2010-03-05
6900,686,42.45,2010-03-16
6900,502455,48.42,2010-03-16
6900,1644,72.81,2010-03-16
6901,686,12.9,2010-03-24
6901,502455,21.41,2010-03-24
6901,1644,85.32,2010-03-24
6902,686,15.0,2010-03-22
7130,500921,285.8385701,2026-01-28
7131,921,24.0,2016-12-21
7136,921,24.0,2016-12-21
7138,921,24.0,2016-12-21
7229,502699,35.0,2017-01-03
7231,502699,35.0,2017-01-03
7232,502699,45.0,2017-01-03
7233,502699,35.0,2017-01-03
7315,683,92.0,2014-07-22
7316,683,85.0,2014-07-22
7318,683,87.0,2014-11-03
7327,683,0.86,2014-11-03
7333,681,0.89,2014-11-03
7335,683,81.0,2014-07-25
7337,681,0.87,2014-11-03
7339,683,90.0,2014-11-03
7341,683,0.95,2014-11-03
7343,683,88.0,2014-11-03
7344,683,0.92,2014-11-03
7350,683,0.92,2014-11-03
7351,683,0.94,2014-11-03
7353,681,0.91,2014-11-03
7356,683,94.0,2014-11-03
7359,683,0.93,2014-11-03
7362,683,64.0,2014-11-03
7376,985,135.446,2015-03-20
7383,985,130.89,2015-03-20
7386,985,131.994,2015-03-20
7389,985,1.3081,2014-12-01
7391,985,1.31849,2014-12-01
7397,985,132.42999,2014-12-02
7417,1582,27.0,2014-09-12
7425,985,75.022,2014-10-20
7441,921,24.0,2017-04-24
7450,985,132.241,2015-03-17
7457,985,14.79,2015-01-29
7622,1591,0.128,2017-04-05
7654,502400,777.2632913,2026-01-28
7696,921,24.0,2017-04-24
7701,921,24.0,2017-04-24
7974,501875,388.0966667,2026-01-28
7975,502400,462.2,2026-01-28
7976,501875,396.35,2026-01-28
7977,501875,281.0266667,2026-01-28
7978,502400,796.0390562,2026-01-28
7979,502400,557.3333333,2026-01-28
7980,502400,817.7688899,2026-01-28
7981,500921,550.9166667,2026-01-28
7982,502400,793.37635,2026-01-28
7983,501775,93.417,2026-01-28
7983,502400,787.1463697,2026-01-28
7984,500921,819.0970488,2026-01-28
7985,502400,742.4538038,2026-01-28
7986,502400,557.3455333,2026-01-28
7987,501775,104.7735333,2026-01-28
7988,502400,825.76,2026-01-28
7989,501775,84.886,2026-01-28
7990,502400,484.0366667,2026-01-28
7992,501775,99.78666667,2026-01-28
7993,501875,315.6866667,2026-01-28
7993,500921,340.88946,2026-01-28
7994,500921,398.5902639,2026-01-28
7995,501875,372.57,2026-01-28
7997,501875,373.8564667,2026-01-28
7998,500921,343.515,2026-01-28
7998,501775,101.63,2026-01-28
7999,500921,356.3904333,2026-01-28
8000,501875,326.5766667,2026-01-28
8001,500921,350.2005138,2026-01-28
8003,500921,368.0780467,2026-01-28
8004,500921,389.3266667,2026-01-28
8005,500921,362.9648,2026-01-28
